frame,gt_count,pred_count,tp,fp,fn,id_switches,mean_risk_score,max_risk_score,medium_or_high_risk_detections
405,2,2,2,0,0,0,0.37663171769334336,0.4178011802044994,0
406,2,1,1,0,1,0,0.3474917643892304,0.3474917643892304,0
407,2,3,2,1,0,0,0.3935588378743125,0.417894462457665,0
408,2,2,1,1,1,0,0.39091041730552256,0.3960572403887407,0
409,2,1,1,0,1,0,0.3477259212644737,0.3477259212644737,0
410,1,1,1,0,0,0,0.3312838275694738,0.3312838275694738,0
411,1,1,1,0,0,0,0.3067346069612343,0.3067346069612343,0
412,1,1,1,0,0,0,0.3012513289001395,0.3012513289001395,0
413,1,1,1,0,0,0,0.2829334894785169,0.2829334894785169,0
414,1,1,1,0,0,0,0.3510010074091368,0.3510010074091368,0
415,1,1,1,0,0,0,0.2887033030882618,0.2887033030882618,0
416,1,1,1,0,0,0,0.2751039508501054,0.2751039508501054,0
417,1,1,1,0,0,0,0.2593111392575182,0.2593111392575182,0
418,1,1,1,0,0,0,0.2763455007990562,0.2763455007990562,0
419,1,1,1,0,0,0,0.3710167957809699,0.3710167957809699,0
420,1,1,1,0,0,0,0.3144395103993266,0.3144395103993266,0
421,1,1,1,0,0,0,0.3103281584064594,0.3103281584064594,0
422,1,1,1,0,0,0,0.31915677007023,0.31915677007023,0
423,1,1,1,0,0,0,0.342546253786235,0.342546253786235,0
424,1,1,1,0,0,0,0.3645066135008857,0.3645066135008857,0
425,1,1,1,0,0,0,0.3796750449869384,0.3796750449869384,0
426,0,1,0,1,0,0,0.4349765368850337,0.4349765368850337,0
