sequence,track_id,class_name,frames,first_frame,last_frame,mean_confidence,min_confidence,mean_area,max_center_jump_per_frame_px,mean_low_confidence_risk,mean_small_box_risk,mean_border_risk,mean_motion_jump_risk,mean_short_track_risk,mean_risk_score,max_risk_score,risk_rank,risk_level,id_switch_events,pred_detections,unmatched_detections,gap_count,has_id_switch,is_short_track,is_fragmented,unmatched_detection_rate
1,183,car,39,59,97,0.6208306054274241,0.3163459300994873,7701.790950887914,45.896586541987,0.3791693945725758,0.931785777874239,0.0769230769230769,0.1658883160782052,0.0256410256410256,0.3380061986221584,0.4080285323980348,125,low,0,39,5,0,False,False,False,0.1282051282051282
1,964,car,22,291,317,0.7577634521506049,0.3674537241458893,13843.161122656003,40.63203443628914,0.242236547849395,0.8757766898892374,0.2272727272727272,0.243229759082252,0.0454545454545454,0.3374310056198502,0.4432098040475715,126,low,1,22,16,5,True,False,True,0.7272727272727273
1,256,car,37,81,130,0.6550374554621207,0.2745093405246734,12081.93568813914,53.32966556735273,0.3449625445378793,0.8918390062069782,0.1351351351351351,0.1901966901185974,0.027027027027027,0.3364819342298392,0.4856286323613638,127,low,0,37,11,13,False,False,True,0.2972972972972973
1,1078,car,27,321,347,0.7474624934019866,0.5347091555595398,10116.62068581806,45.233801525894926,0.2525375065980134,0.9097626124714666,0.1481481481481481,0.2538277131874938,0.037037037037037,0.3363216052184479,0.4386603528664502,128,low,0,27,3,0,False,False,False,0.1111111111111111
1,269,car,22,83,104,0.7219292277639563,0.435865044593811,11337.835064604496,36.62555839312316,0.2780707722360437,0.8986251786941591,0.1363636363636363,0.2372786204448246,0.0454545454545454,0.3358351111817762,0.4499020834883234,129,low,1,22,2,0,True,False,False,0.09090909090909091
1,1070,car,24,317,340,0.727018766105175,0.4097319543361664,18156.88267695881,48.40181793181341,0.272981233894825,0.8364356954010016,0.2083333333333333,0.2484221420524997,0.0416666666666666,0.3351379830670315,0.4723929412347253,130,low,1,24,0,0,True,False,False,0.0
1,870,car,29,262,290,0.7228656616704218,0.3806496560573578,10930.453983746816,54.27628299463369,0.2771343383295783,0.902340480355354,0.1379310344827586,0.2326943327967411,0.0344827586206896,0.3337873328181679,0.5064633674688379,131,low,1,29,0,0,True,False,False,0.0
1,2,car,6,0,15,0.8322786390781403,0.7240036725997925,19997.69578571152,34.24161216007494,0.1677213609218597,0.8196475421895185,0.1666666666666666,0.3086480267945905,0.1666666666666666,0.3330218553670163,0.4399562897299824,132,low,1,6,0,10,True,False,True,0.0
1,304,car,23,90,112,0.7892954401347948,0.5862296223640442,11213.572358754463,43.35112964205358,0.2107045598652051,0.8997584503632735,0.1739130434782608,0.2704575501269542,0.0434782608695652,0.3328509132228684,0.4361577114380482,133,low,1,23,0,0,True,False,False,0.0
1,52,car,26,18,43,0.7575981043852292,0.4973110556602478,10036.126641498342,43.734420781201806,0.2424018956147707,0.910496715429679,0.1538461538461538,0.2449931988595391,0.0384615384615384,0.332794270550667,0.4799695039058032,134,low,0,26,0,0,False,False,False,0.0
1,733,car,17,227,243,0.8148756307714126,0.6198523640632629,23650.01511005568,24.45129087600623,0.1851243692285874,0.786338513639686,0.5294117647058824,0.1611057700523308,0.0588235294117647,0.3320605316658138,0.4863791171161129,135,low,0,17,0,0,False,False,False,0.0
1,3,car,17,0,16,0.8009605583022622,0.5810383558273315,16060.949417021142,42.64357702775512,0.1990394416977377,0.8555505357514805,0.1764705882352941,0.3011383272626004,0.0588235294117647,0.3314486670374394,0.4167797586378247,136,low,0,17,0,0,False,False,False,0.0
1,305,car,30,90,119,0.7158503224452336,0.382624864578247,10786.873352667044,41.07660646508937,0.2841496775547663,0.9036499308483495,0.1333333333333333,0.2184595624541975,0.0333333333333333,0.3313822961719109,0.4095211381685664,137,low,0,30,0,0,False,False,False,0.0
1,180,car,31,56,86,0.7039898124433333,0.3524898886680603,12951.848397672748,65.93145836911697,0.2960101875566667,0.8839054317561954,0.1290322580645161,0.2223201785989033,0.032258064516129,0.3305572262772284,0.5303945189007344,138,low,1,31,0,0,True,False,False,0.0
1,989,car,21,299,323,0.7954192289284298,0.493754118680954,18986.36145934831,48.51723139468663,0.2045807710715702,0.8288708769964517,0.238095238095238,0.2799758841550215,0.0476190476190476,0.3297704820630811,0.4776825851463023,139,low,2,21,0,4,True,False,True,0.0
1,408,car,30,116,145,0.7393243501583735,0.3565045595169067,16052.354328849602,52.21901397536742,0.2606756498416265,0.8556289226645267,0.2,0.2335286014256729,0.0333333333333333,0.3296768473497302,0.5668660912207765,140,low,0,30,0,0,False,False,False,0.0
1,933,car,17,282,307,0.7432117777712205,0.4181811213493347,7686.227442157564,47.51225934589112,0.2567882222287795,0.9319277165467912,0.0588235294117647,0.2450634541434404,0.0588235294117647,0.3294955212259427,0.4093260987974462,141,low,2,17,14,9,True,False,True,0.8235294117647058
1,1093,car,22,325,346,0.7725283124230125,0.3742518723011017,18331.61974556397,47.7555100533928,0.2274716875769875,0.8348420992529079,0.2272727272727272,0.2582931827377103,0.0454545454545454,0.3293187283383469,0.4692486211341445,142,low,1,22,1,0,True,False,False,0.045454545454545456
1,820,car,23,245,267,0.7921020544093588,0.5893275737762451,18401.32505286003,48.27462570907856,0.2078979455906411,0.8342063892109836,0.217391304347826,0.2730571698562888,0.0434782608695652,0.3262104914865379,0.4779057047778626,144,low,0,23,0,0,False,False,False,0.0
1,362,car,29,105,133,0.7349438996150576,0.4493685960769653,12406.349020997352,38.73555934418296,0.2650561003849424,0.8888803675977812,0.1379310344827586,0.2198628274182507,0.0344827586206896,0.3248678744358718,0.4145411278453627,145,low,0,29,5,0,False,False,False,0.1724137931034483
1,810,car,56,243,301,0.6396160354571683,0.4071433842182159,11845.573137462005,38.08120872344368,0.3603839645428316,0.893994624664581,0.1428571428571428,0.1234574837822423,0.0172413793103448,0.3237740653393078,0.4692209407523671,146,low,0,56,1,3,False,False,True,0.017857142857142856
1,4,car,37,0,37,0.69986141533465,0.3929972350597381,7246.968963925334,43.59237321135322,0.30013858466535,0.9359337389924932,0.081081081081081,0.1756997497156192,0.027027027027027,0.3223625476099572,0.4233177391286922,147,low,0,37,0,1,False,False,True,0.0
1,142,car,24,43,66,0.7727185934782028,0.384774386882782,15383.241463027016,59.62585775209968,0.2272814065217971,0.8617312093408831,0.1666666666666666,0.2474098863052576,0.0416666666666666,0.3222690650749403,0.5245737286484696,148,low,1,24,3,0,True,False,False,0.125
1,1170,car,39,350,408,0.7118721214624552,0.2856543958187103,15467.416085736268,25.189068153812396,0.2881278785375448,0.8609635396324035,0.2051282051282051,0.1632936356284492,0.0256410256410256,0.3196634710833638,0.39654414019468,149,low,1,39,0,20,True,False,True,0.0
1,771,car,44,233,276,0.7366590005430308,0.3810718357563019,11479.170713070656,49.76180162656295,0.2633409994569691,0.8973362023665722,0.1136363636363636,0.1912853551447297,0.0227272727272727,0.3135783745782846,0.4821728553541953,150,low,1,44,0,0,True,False,False,0.0
1,909,car,62,273,342,0.6912596129602001,0.3933588564395904,5721.943709336952,47.6434756906494,0.3087403870397998,0.9498419176683602,0.064516129032258,0.1340098588417054,0.0161290322580645,0.3127527191975968,0.4280304441953223,151,low,1,62,0,8,True,False,True,0.0
1,899,car,42,270,316,0.7571994108813149,0.5033755898475647,9604.472737831416,46.33787944631082,0.242800589118685,0.9144333844128792,0.119047619047619,0.1831248197649302,0.0238095238095238,0.310796600532051,0.4758212112015745,152,low,1,42,3,5,True,False,True,0.07142857142857142
1,1169,car,72,349,426,0.7079950181974305,0.2956326901912689,11457.652158239436,30.159289762188926,0.2920049818025695,0.8975324508578928,0.1111111111111111,0.1284225602842083,0.0138888888888888,0.303363375693273,0.4349765368850337,153,low,1,72,1,6,True,False,True,0.013888888888888888
1,472,car,42,154,195,0.814946500318391,0.4326319396495819,9029.773672874064,19.007714556485247,0.185053499681609,0.91967462042273,0.238095238095238,0.1339710023315703,0.0238095238095238,0.3029767638735551,0.47749181147275,154,low,0,42,3,0,False,False,False,0.07142857142857142
